,EDAD,GENERO,RESIDENCIA,NV_ESTUDIO,ESTUDIO_PREV,TRACK_DH,AVG_DH,MINUTES_DH,EXPERIENCIA,DIAS_EMP
1252,45.0,MASCULINO,ARGENTINA,UNIVERSITARY,ENGINEERING,PROGRAMACION,,5577.4,29.7,93.0
1253,33.0,MASCULINO,BRAZIL,,DEVELOPMENT,PROGRAMACION,2.5,,14.8,93.0
1254,29.0,MASCULINO,ARGENTINA,UNIVERSITARY,ENGINEERING,DATA,3.4,4569.9,,85.0
1255,,,MEXICO,UNIVERSITARY,COMMERCIAL,MARKETING,3.5,4621.9,8.3,85.0
1256,35.0,MASCULINO,MEXICO,,,PROGRAMACION,,4664.3,18.0,86.0
1257,,,,POST_GRADUATE,COMMERCIAL,MARKETING,4.1,,3.4,84.0
1258,,MASCULINO,,,ENGINEERING,PROGRAMACION,3.7,4741.9,13.6,85.0
1259,37.0,MASCULINO,BRAZIL,POST_GRADUATE,,DATA,3.8,4690.4,,89.0
1260,29.0,MASCULINO,,POST_GRADUATE,,DATA,3.7,4622.6,9.1,84.0
1261,32.0,MASCULINO,ARGENTINA,TERTIARY,ENGINEERING,DATA,3.5,4585.3,11.9,88.0
1262,,MASCULINO,ARGENTINA,UNIVERSITARY,COMMERCIAL,DATA,3.2,4340.3,24.1,89.0
1263,34.0,,ARGENTINA,TERTIARY,MARKETING,PROGRAMACION,4.0,4824.0,16.0,95.0
1264,36.0,,ARGENTINA,,DEVELOPMENT,DATA,3.5,,,99.0
1265,,,MEXICO,TERTIARY,ENGINEERING,PROGRAMACION,2.8,3223.1,16.3,90.0
1266,40.0,MASCULINO,ARGENTINA,UNIVERSITARY,DEVELOPMENT,EJECUTIVO,3.2,4333.3,24.4,91.0
1267,39.0,MASCULINO,,TERTIARY,COMMERCIAL,MARKETING,3.9,4776.7,24.3,92.0
1268,,MASCULINO,BRAZIL,UNIVERSITARY,DEVELOPMENT,,,4594.7,8.7,85.0
1269,43.0,MASCULINO,BRAZIL,TERTIARY,,EJECUTIVO,3.5,4560.1,27.8,94.0
1270,36.0,MASCULINO,ARGENTINA,UNIVERSITARY,ENGINEERING,EJECUTIVO,3.8,4618.9,21.1,87.0
1271,36.0,FEMENINO,BRAZIL,UNIVERSITARY,COMMERCIAL,DATA,3.6,4560.6,,97.0
1272,39.0,FEMENINO,ARGENTINA,UNIVERSITARY,,PROGRAMACION,3.7,,23.8,97.0
1273,25.0,MASCULINO,,UNIVERSITARY,,DATA,3.6,4703.3,1.7,87.0
1274,28.0,FEMENINO,ARGENTINA,UNIVERSITARY,ENGINEERING,MARKETING,4.2,,8.0,93.0
1275,40.0,,BRAZIL,UNIVERSITARY,COMMERCIAL,PROGRAMACION,3.5,4586.9,23.7,92.0
1276,37.0,FEMENINO,ARGENTINA,UNIVERSITARY,,PROGRAMACION,3.8,4605.7,19.6,104.0
1277,,,,UNIVERSITARY,ENGINEERING,PROGRAMACION,4.0,4738.3,24.7,88.0
1278,38.0,,ARGENTINA,UNIVERSITARY,ENGINEERING,PROGRAMACION,3.6,4668.7,21.7,88.0
1279,35.0,FEMENINO,BRAZIL,UNIVERSITARY,ENGINEERING,EJECUTIVO,3.1,4019.9,18.0,96.0
1280,35.0,MASCULINO,ARGENTINA,,ENGINEERING,DATA,3.8,4573.2,17.8,89.0
1281,37.0,FEMENINO,,UNIVERSITARY,COMMERCIAL,PROGRAMACION,3.3,,,101.0
1282,32.0,FEMENINO,,UNIVERSITARY,DEVELOPMENT,PROGRAMACION,3.2,,12.6,97.0
1283,41.0,MASCULINO,,,ENGINEERING,PROGRAMACION,3.5,4599.3,,93.0
1284,41.0,MASCULINO,ARGENTINA,UNIVERSITARY,ENGINEERING,,2.8,3338.3,27.1,91.0
1285,30.0,FEMENINO,ARGENTINA,UNIVERSITARY,,,3.0,3944.8,9.4,96.0
1286,28.0,MASCULINO,ARGENTINA,TERTIARY,COMMERCIAL,DATA,4.3,,7.2,89.0
1287,34.0,FEMENINO,ARGENTINA,UNIVERSITARY,COMMERCIAL,PROGRAMACION,3.7,4640.6,16.8,97.0
1288,22.0,MASCULINO,BRAZIL,TERTIARY,,DATA,3.3,4438.1,0.5,88.0
1289,30.0,FEMENINO,ARGENTINA,UNIVERSITARY,COMMERCIAL,PROGRAMACION,,4421.9,9.6,96.0
1290,26.0,MASCULINO,,TERTIARY,ENGINEERING,DATA,2.9,,4.0,87.0
1291,30.0,MASCULINO,ARGENTINA,,ENGINEERING,,3.5,4585.9,10.0,82.0
1292,31.0,MASCULINO,BRAZIL,UNIVERSITARY,,DATA,3.8,4572.7,12.4,86.0
1293,41.0,,ARGENTINA,,COMMERCIAL,DATA,3.3,4534.1,25.6,94.0
1294,32.0,MASCULINO,ARGENTINA,TERTIARY,,PROGRAMACION,3.0,3825.7,13.3,88.0
1295,42.0,MASCULINO,BRAZIL,UNIVERSITARY,COMMERCIAL,PROGRAMACION,3.3,4534.8,27.0,90.0
1296,43.0,MASCULINO,MEXICO,,ENGINEERING,DATA,3.6,4586.6,27.9,90.0
1297,33.0,MASCULINO,MEXICO,TERTIARY,COMMERCIAL,DATA,,,14.2,87.0
1298,38.0,FEMENINO,ARGENTINA,TERTIARY,COMMERCIAL,PROGRAMACION,3.4,4528.9,21.9,100.0
1299,41.0,MASCULINO,MEXICO,UNIVERSITARY,DEVELOPMENT,PROGRAMACION,3.5,,25.3,92.0
1300,28.0,FEMENINO,MEXICO,UNIVERSITARY,MARKETING,EJECUTIVO,3.5,4658.1,7.4,99.0
1301,33.0,,MEXICO,UNIVERSITARY,DEVELOPMENT,DATA,3.7,,14.8,95.0
1302,35.0,FEMENINO,BRAZIL,UNIVERSITARY,COMMERCIAL,,3.4,4547.1,,95.0
1303,31.0,MASCULINO,ARGENTINA,,ENGINEERING,DATA,3.6,,11.7,83.0
1304,33.0,MASCULINO,ARGENTINA,,ENGINEERING,DATA,3.0,3778.2,14.3,86.0
1305,37.0,MASCULINO,ARGENTINA,TERTIARY,ENGINEERING,,3.8,,19.5,91.0
1306,40.0,,ARGENTINA,UNIVERSITARY,ENGINEERING,DATA,3.8,,24.8,91.0
1307,41.0,MASCULINO,,TERTIARY,,EJECUTIVO,,4191.3,24.5,92.0
1308,28.0,MASCULINO,MEXICO,,DEVELOPMENT,PROGRAMACION,3.4,4556.9,7.0,83.0
1309,,FEMENINO,ARGENTINA,UNIVERSITARY,ENGINEERING,DATA,3.3,4545.4,5.4,96.0
1310,,MASCULINO,ARGENTINA,POST_GRADUATE,,DATA,3.7,4558.6,,84.0
1311,29.0,FEMENINO,ARGENTINA,UNIVERSITARY,,DATA,,4135.4,8.7,95.0
1312,29.0,FEMENINO,ARGENTINA,UNIVERSITARY,ENGINEERING,DATA,3.5,4654.4,7.1,97.0
1313,34.0,MASCULINO,ARGENTINA,TERTIARY,ENGINEERING,DATA,3.1,4197.0,16.6,90.0
1314,34.0,FEMENINO,,POST_GRADUATE,,DATA,4.0,4741.6,16.1,98.0
1315,37.0,FEMENINO,,TERTIARY,COMMERCIAL,DATA,3.1,4074.0,20.3,101.0
1316,,,ARGENTINA,,,EJECUTIVO,3.4,4468.9,,91.0
1317,37.0,FEMENINO,,UNIVERSITARY,COMMERCIAL,DATA,2.8,3214.8,19.5,102.0
1318,,MASCULINO,BRAZIL,TERTIARY,ENGINEERING,EJECUTIVO,4.1,4811.4,23.2,91.0
1319,34.0,,MEXICO,POST_GRADUATE,ENGINEERING,PROGRAMACION,3.6,4730.1,15.0,86.0
1320,28.0,FEMENINO,BRAZIL,,ENGINEERING,,3.4,,5.4,93.0
1321,31.0,MASCULINO,MEXICO,TERTIARY,ENGINEERING,MARKETING,4.3,5061.7,12.0,86.0
1322,43.0,MASCULINO,ARGENTINA,POST_GRADUATE,,DATA,3.6,4697.0,28.1,92.0
1323,50.0,FEMENINO,ARGENTINA,POST_GRADUATE,ENGINEERING,DATA,3.6,4609.7,31.5,104.0
1324,36.0,,BRAZIL,,ENGINEERING,MARKETING,3.4,4638.0,18.8,84.0
1325,38.0,MASCULINO,ARGENTINA,,ENGINEERING,DATA,3.2,4255.5,22.7,93.0
1326,37.0,MASCULINO,ARGENTINA,POST_GRADUATE,ENGINEERING,PROGRAMACION,4.3,5048.8,21.1,88.0
1327,27.0,FEMENINO,MEXICO,,ENGINEERING,PROGRAMACION,3.3,4415.4,7.2,92.0
1328,,MASCULINO,ARGENTINA,UNIVERSITARY,ENGINEERING,PROGRAMACION,3.0,,0.5,85.0
1329,30.0,MASCULINO,ARGENTINA,TERTIARY,ENGINEERING,PROGRAMACION,4.1,,10.1,88.0
1330,34.0,MASCULINO,MEXICO,,DEVELOPMENT,PROGRAMACION,,4551.2,16.3,85.0
1331,35.0,MASCULINO,ARGENTINA,UNIVERSITARY,,PROGRAMACION,3.7,4567.3,17.7,89.0
1332,36.0,MASCULINO,ARGENTINA,,DEVELOPMENT,DATA,3.1,,20.2,91.0
1333,26.0,MASCULINO,BRAZIL,UNIVERSITARY,ENGINEERING,DATA,3.2,,5.4,83.0
1334,38.0,FEMENINO,ARGENTINA,TERTIARY,COMMERCIAL,DATA,3.7,4623.2,,103.0
1335,39.0,FEMENINO,,POST_GRADUATE,ENGINEERING,DATA,3.3,4530.0,23.6,101.0
1336,36.0,FEMENINO,ARGENTINA,UNIVERSITARY,DEVELOPMENT,DATA,2.9,3558.8,18.0,98.0
1337,,FEMENINO,BRAZIL,UNIVERSITARY,COMMERCIAL,MARKETING,,4518.5,13.0,94.0
1338,38.0,MASCULINO,,UNIVERSITARY,DEVELOPMENT,PROGRAMACION,3.6,4601.1,22.9,89.0
1339,26.0,MASCULINO,BRAZIL,UNIVERSITARY,,DATA,3.7,,3.8,83.0
1340,42.0,MASCULINO,ARGENTINA,UNIVERSITARY,,DATA,3.0,,27.3,92.0
1341,36.0,,MEXICO,UNIVERSITARY,,PROGRAMACION,3.9,4739.6,21.0,96.0
1342,,FEMENINO,,UNIVERSITARY,ENGINEERING,,4.1,4853.4,23.5,100.0
1343,33.0,MASCULINO,ARGENTINA,POST_GRADUATE,ENGINEERING,PROGRAMACION,,4089.2,,86.0
1344,29.0,MASCULINO,BRAZIL,UNIVERSITARY,,PROGRAMACION,3.8,4690.1,6.7,84.0
1345,,FEMENINO,BRAZIL,,ENGINEERING,DATA,3.6,,5.2,92.0
1346,29.0,FEMENINO,ARGENTINA,TERTIARY,COMMERCIAL,PROGRAMACION,3.2,4248.8,9.1,100.0
1347,40.0,FEMENINO,MEXICO,UNIVERSITARY,COMMERCIAL,EJECUTIVO,4.0,,24.7,102.0
1348,34.0,,,UNIVERSITARY,ENGINEERING,PROGRAMACION,3.7,4566.6,16.2,99.0
1349,29.0,FEMENINO,BRAZIL,UNIVERSITARY,ENGINEERING,PROGRAMACION,4.9,,,94.0
1350,37.0,,BRAZIL,UNIVERSITARY,,PROGRAMACION,3.1,4117.6,20.7,90.0
1351,34.0,FEMENINO,ARGENTINA,POST_GRADUATE,COMMERCIAL,PROGRAMACION,3.1,4198.2,14.8,96.0
1352,34.0,,ARGENTINA,TERTIARY,DEVELOPMENT,DATA,,4660.0,,99.0
1353,,FEMENINO,ARGENTINA,,ENGINEERING,,,3913.4,13.6,96.0
1354,25.0,MASCULINO,BRAZIL,TERTIARY,ENGINEERING,PROGRAMACION,3.7,4691.6,,87.0
1355,44.0,FEMENINO,BRAZIL,UNIVERSITARY,ENGINEERING,DATA,3.5,4521.6,28.0,104.0
1356,37.0,FEMENINO,,POST_GRADUATE,ENGINEERING,PROGRAMACION,4.0,4634.0,21.1,97.0
1357,,FEMENINO,MEXICO,,ENGINEERING,,3.5,4633.0,9.8,92.0
1358,30.0,FEMENINO,ARGENTINA,TERTIARY,DEVELOPMENT,PROGRAMACION,3.6,4701.6,9.3,97.0
1359,32.0,MASCULINO,ARGENTINA,UNIVERSITARY,MARKETING,DATA,3.7,4586.8,,90.0
1360,27.0,FEMENINO,ARGENTINA,UNIVERSITARY,,PROGRAMACION,,,,92.0
1361,33.0,,,,COMMERCIAL,DATA,3.9,4726.5,14.8,87.0
1362,31.0,,MEXICO,TERTIARY,,MARKETING,3.6,4734.5,10.3,88.0
1363,27.0,MASCULINO,ARGENTINA,UNIVERSITARY,ENGINEERING,DATA,3.9,,5.5,83.0
1364,31.0,MASCULINO,ARGENTINA,POST_GRADUATE,ENGINEERING,PROGRAMACION,3.9,4625.2,11.0,85.0
1365,33.0,MASCULINO,BRAZIL,UNIVERSITARY,BUSINESS,DATA,3.7,4635.5,15.8,91.0
1366,40.0,MASCULINO,ARGENTINA,UNIVERSITARY,DEVELOPMENT,PROGRAMACION,3.4,4531.6,24.4,88.0
1367,,FEMENINO,ARGENTINA,,ENGINEERING,PROGRAMACION,3.6,4570.0,18.3,94.0
1368,31.0,MASCULINO,MEXICO,TERTIARY,DEVELOPMENT,DATA,3.8,,12.9,88.0
1369,44.0,MASCULINO,ARGENTINA,UNIVERSITARY,ENGINEERING,EJECUTIVO,3.4,4531.2,28.5,94.0
1370,23.0,FEMENINO,ARGENTINA,UNIVERSITARY,ENGINEERING,PROGRAMACION,3.7,,2.5,93.0
1371,,MASCULINO,ARGENTINA,,ENGINEERING,DATA,3.9,4733.0,24.7,89.0
1372,35.0,MASCULINO,ARGENTINA,,ENGINEERING,DATA,,,18.8,86.0
1373,32.0,MASCULINO,BRAZIL,UNIVERSITARY,ENGINEERING,PROGRAMACION,3.2,4361.5,12.6,82.0
1374,34.0,FEMENINO,MEXICO,UNIVERSITARY,ENGINEERING,,2.9,3641.5,17.8,99.0
1375,,MASCULINO,ARGENTINA,UNIVERSITARY,ENGINEERING,PROGRAMACION,3.8,4602.7,13.7,84.0
1376,30.0,MASCULINO,BRAZIL,POST_GRADUATE,COMMERCIAL,DATA,3.7,4637.6,9.5,84.0
1377,32.0,,ARGENTINA,POST_GRADUATE,ENGINEERING,PROGRAMACION,3.4,4454.9,12.9,83.0
1378,28.0,MASCULINO,,TERTIARY,ENGINEERING,DATA,3.6,,,87.0
1379,35.0,MASCULINO,ARGENTINA,UNIVERSITARY,,PROGRAMACION,3.4,4619.1,,87.0
1380,33.0,FEMENINO,ARGENTINA,UNIVERSITARY,DEVELOPMENT,PROGRAMACION,3.1,4191.9,14.7,100.0
1381,35.0,MASCULINO,ARGENTINA,POST_GRADUATE,,PROGRAMACION,,4540.5,19.3,89.0
1382,41.0,MASCULINO,ARGENTINA,POST_GRADUATE,COMMERCIAL,DATA,3.1,4019.9,25.9,92.0
1383,42.0,FEMENINO,,UNIVERSITARY,DEVELOPMENT,PROGRAMACION,,4142.1,27.6,102.0
1384,29.0,FEMENINO,ARGENTINA,UNIVERSITARY,ENGINEERING,DATA,4.3,5065.5,8.1,91.0
1385,33.0,FEMENINO,ARGENTINA,POST_GRADUATE,ENGINEERING,DATA,3.3,4361.0,14.8,95.0
1386,39.0,FEMENINO,ARGENTINA,UNIVERSITARY,ENGINEERING,PROGRAMACION,,4698.9,,100.0
1387,44.0,FEMENINO,,UNIVERSITARY,ENGINEERING,DATA,,4710.5,29.4,102.0
1388,,MASCULINO,ARGENTINA,,ENGINEERING,PROGRAMACION,3.0,3941.3,18.1,88.0
1389,40.0,MASCULINO,BRAZIL,UNIVERSITARY,,DATA,2.8,3143.6,24.9,88.0
1390,29.0,,MEXICO,,ENGINEERING,DATA,3.4,4639.1,8.4,84.0
1391,,,,UNIVERSITARY,DEVELOPMENT,,3.0,3859.4,16.5,87.0
1392,44.0,,ARGENTINA,UNIVERSITARY,ENGINEERING,PROGRAMACION,3.3,4399.0,29.4,90.0
1393,41.0,MASCULINO,BRAZIL,TERTIARY,ENGINEERING,EJECUTIVO,2.6,,26.0,95.0
1394,34.0,FEMENINO,ARGENTINA,TERTIARY,ENGINEERING,,3.3,4395.0,,98.0
1395,,,,,,PROGRAMACION,3.0,3905.5,13.0,88.0
1396,33.0,MASCULINO,ARGENTINA,UNIVERSITARY,DEVELOPMENT,DATA,,4605.6,13.9,86.0
1397,31.0,FEMENINO,ARGENTINA,TERTIARY,ENGINEERING,DATA,3.0,3874.5,11.3,98.0
1398,38.0,,ARGENTINA,,COMMERCIAL,EJECUTIVO,3.7,4652.0,,102.0
1399,36.0,MASCULINO,ARGENTINA,TERTIARY,,PROGRAMACION,3.8,4726.1,19.3,91.0
1400,31.0,,ARGENTINA,UNIVERSITARY,ENGINEERING,MARKETING,3.8,,12.2,95.0
1401,36.0,MASCULINO,ARGENTINA,UNIVERSITARY,COMMERCIAL,PROGRAMACION,3.6,4703.5,19.9,89.0
1402,40.0,MASCULINO,ARGENTINA,UNIVERSITARY,COMMERCIAL,DATA,3.6,4734.2,,91.0
1403,31.0,FEMENINO,ARGENTINA,UNIVERSITARY,COMMERCIAL,PROGRAMACION,3.3,4489.3,,96.0
1404,39.0,FEMENINO,ARGENTINA,,COMMERCIAL,PROGRAMACION,4.2,,25.1,99.0
1405,35.0,FEMENINO,ARGENTINA,POST_GRADUATE,,DATA,3.6,4539.8,18.0,99.0
1406,33.0,MASCULINO,ARGENTINA,UNIVERSITARY,COMMERCIAL,DATA,4.0,4810.4,,86.0
1407,28.0,MASCULINO,ARGENTINA,UNIVERSITARY,COMMERCIAL,PROGRAMACION,3.7,4657.8,8.7,83.0
1408,33.0,MASCULINO,ARGENTINA,UNIVERSITARY,COMMERCIAL,,3.3,,15.0,87.0
1409,39.0,FEMENINO,ARGENTINA,POST_GRADUATE,DEVELOPMENT,,4.3,5163.3,23.5,102.0
1410,31.0,MASCULINO,MEXICO,UNIVERSITARY,DEVELOPMENT,DATA,,4542.6,11.7,85.0
1411,33.0,MASCULINO,ARGENTINA,,MARKETING,PROGRAMACION,4.0,4757.1,13.7,91.0
1412,37.0,MASCULINO,ARGENTINA,UNIVERSITARY,DEVELOPMENT,DATA,3.1,4063.0,22.1,91.0
1413,35.0,MASCULINO,,UNIVERSITARY,ENGINEERING,DATA,3.5,4598.7,,85.0
1414,33.0,,ARGENTINA,UNIVERSITARY,DEVELOPMENT,,4.1,4768.0,13.1,95.0
1415,,FEMENINO,ARGENTINA,TERTIARY,BUSINESS,PROGRAMACION,,4605.0,26.3,104.0
1416,46.0,MASCULINO,ARGENTINA,,,MARKETING,,1761.6,29.2,98.0
1417,31.0,MASCULINO,ARGENTINA,TERTIARY,,,3.1,4112.7,11.5,87.0
1418,30.0,MASCULINO,MEXICO,TERTIARY,ENGINEERING,DATA,3.4,4510.6,10.2,88.0
1419,,MASCULINO,,UNIVERSITARY,ENGINEERING,,3.0,3950.6,15.4,86.0
1420,31.0,MASCULINO,BRAZIL,UNIVERSITARY,BUSINESS,,3.9,4766.8,11.8,88.0
1421,40.0,MASCULINO,BRAZIL,,ENGINEERING,,3.1,4052.8,24.6,95.0
1422,28.0,MASCULINO,BRAZIL,POST_GRADUATE,ENGINEERING,MARKETING,,4640.5,6.2,86.0
1423,27.0,MASCULINO,ARGENTINA,TERTIARY,DEVELOPMENT,DATA,3.8,4672.0,5.8,88.0
1424,33.0,MASCULINO,ARGENTINA,UNIVERSITARY,ENGINEERING,PROGRAMACION,3.4,4502.1,14.1,86.0
1425,33.0,FEMENINO,BRAZIL,POST_GRADUATE,DEVELOPMENT,,3.5,4676.1,15.8,97.0
1426,45.0,FEMENINO,MEXICO,UNIVERSITARY,ENGINEERING,DATA,3.3,4351.3,29.7,101.0
1427,34.0,MASCULINO,ARGENTINA,UNIVERSITARY,DEVELOPMENT,DATA,,4344.8,16.7,86.0
1428,27.0,MASCULINO,ARGENTINA,UNIVERSITARY,ENGINEERING,PROGRAMACION,,4030.7,5.1,86.0
1429,36.0,FEMENINO,MEXICO,UNIVERSITARY,ENGINEERING,DATA,3.6,4650.8,,96.0
1430,28.0,MASCULINO,MEXICO,UNIVERSITARY,ENGINEERING,PROGRAMACION,3.6,4554.9,6.2,83.0
1431,,,ARGENTINA,,ENGINEERING,DATA,3.9,4652.3,19.1,101.0
1432,39.0,MASCULINO,ARGENTINA,,COMMERCIAL,PROGRAMACION,3.0,3831.1,23.0,93.0
1433,37.0,MASCULINO,BRAZIL,UNIVERSITARY,ENGINEERING,DATA,3.4,,21.4,87.0
1434,33.0,MASCULINO,ARGENTINA,UNIVERSITARY,,PROGRAMACION,3.4,4553.5,16.6,83.0
1435,,MASCULINO,ARGENTINA,TERTIARY,DEVELOPMENT,DATA,4.4,,,94.0
1436,37.0,MASCULINO,ARGENTINA,UNIVERSITARY,,DATA,2.7,2910.6,22.0,89.0
1437,27.0,MASCULINO,,UNIVERSITARY,DEVELOPMENT,DATA,3.2,,5.0,86.0
1438,28.0,MASCULINO,ARGENTINA,TERTIARY,DEVELOPMENT,DATA,3.7,4550.7,6.9,88.0
1439,39.0,MASCULINO,ARGENTINA,UNIVERSITARY,ENGINEERING,,,3668.4,,89.0
1440,32.0,MASCULINO,ARGENTINA,,ENGINEERING,,3.3,4443.9,14.0,84.0
1441,36.0,MASCULINO,ARGENTINA,UNIVERSITARY,COMMERCIAL,DATA,3.9,4613.5,17.8,88.0
1442,36.0,FEMENINO,ARGENTINA,POST_GRADUATE,ENGINEERING,DATA,2.8,3282.0,18.4,99.0
1443,37.0,,ARGENTINA,UNIVERSITARY,ENGINEERING,DATA,4.3,,22.3,97.0
1444,,,,,,PROGRAMACION,3.0,3843.3,28.2,104.0
1445,,MASCULINO,MEXICO,TERTIARY,ENGINEERING,PROGRAMACION,3.5,4576.0,27.0,92.0
1446,31.0,MASCULINO,BRAZIL,UNIVERSITARY,,DATA,,4726.9,,85.0
1447,30.0,MASCULINO,BRAZIL,UNIVERSITARY,ENGINEERING,,3.3,4470.5,,86.0
1448,,MASCULINO,BRAZIL,POST_GRADUATE,DEVELOPMENT,DATA,3.7,4577.3,21.1,91.0
1449,33.0,MASCULINO,ARGENTINA,POST_GRADUATE,COMMERCIAL,PROGRAMACION,,4657.0,14.7,88.0
1450,31.0,MASCULINO,ARGENTINA,UNIVERSITARY,COMMERCIAL,DATA,3.2,4251.9,11.3,85.0
1451,32.0,MASCULINO,ARGENTINA,,,,3.9,4719.6,13.3,83.0
1452,41.0,MASCULINO,ARGENTINA,UNIVERSITARY,COMMERCIAL,PROGRAMACION,2.6,2515.7,,94.0
1453,33.0,MASCULINO,,TERTIARY,ENGINEERING,,3.9,4586.1,,87.0
1454,24.0,MASCULINO,MEXICO,UNIVERSITARY,ENGINEERING,PROGRAMACION,3.9,4661.7,2.2,84.0
1455,,MASCULINO,ARGENTINA,UNIVERSITARY,ENGINEERING,DATA,3.2,4208.5,21.3,87.0
1456,28.0,MASCULINO,BRAZIL,POST_GRADUATE,COMMERCIAL,DATA,2.7,2949.0,8.4,84.0
1457,38.0,,ARGENTINA,UNIVERSITARY,BUSINESS,DATA,3.6,4658.0,,101.0
1458,35.0,,ARGENTINA,TERTIARY,ENGINEERING,MARKETING,,4479.1,17.9,89.0
1459,,MASCULINO,MEXICO,UNIVERSITARY,DEVELOPMENT,DATA,2.4,1750.2,5.8,88.0
1460,29.0,MASCULINO,,,COMMERCIAL,,3.5,4557.1,7.3,87.0
1461,37.0,FEMENINO,,UNIVERSITARY,MARKETING,DATA,3.9,4609.5,,101.0
1462,38.0,MASCULINO,MEXICO,POST_GRADUATE,,DATA,3.1,4025.9,21.4,91.0
1463,42.0,MASCULINO,BRAZIL,UNIVERSITARY,ENGINEERING,PROGRAMACION,4.1,4700.5,27.4,91.0
1464,44.0,MASCULINO,BRAZIL,,ENGINEERING,DATA,3.2,4326.3,28.7,93.0
1465,37.0,MASCULINO,BRAZIL,UNIVERSITARY,COMMERCIAL,PROGRAMACION,3.5,4589.3,21.5,88.0
1466,30.0,FEMENINO,,UNIVERSITARY,COMMERCIAL,DATA,3.5,4586.5,10.3,94.0
1467,46.0,MASCULINO,ARGENTINA,UNIVERSITARY,ENGINEERING,PROGRAMACION,,4769.6,28.8,93.0
1468,36.0,MASCULINO,ARGENTINA,UNIVERSITARY,ENGINEERING,PROGRAMACION,3.4,4483.0,21.0,87.0
1469,42.0,MASCULINO,BRAZIL,UNIVERSITARY,ENGINEERING,,3.4,4581.8,27.6,90.0
1470,36.0,MASCULINO,,UNIVERSITARY,ENGINEERING,,4.3,5103.1,19.6,87.0
1471,30.0,MASCULINO,MEXICO,TERTIARY,BUSINESS,DATA,3.5,4531.5,10.9,91.0
1472,40.0,MASCULINO,ARGENTINA,UNIVERSITARY,COMMERCIAL,PROGRAMACION,3.0,3860.3,23.8,91.0
1473,38.0,MASCULINO,BRAZIL,UNIVERSITARY,COMMERCIAL,DATA,3.4,4638.5,22.3,90.0
1474,34.0,MASCULINO,ARGENTINA,POST_GRADUATE,ENGINEERING,PROGRAMACION,3.7,4615.1,15.4,85.0
1475,,MASCULINO,MEXICO,POST_GRADUATE,COMMERCIAL,DATA,3.4,4570.4,14.4,85.0
1476,35.0,FEMENINO,ARGENTINA,UNIVERSITARY,COMMERCIAL,,4.5,5761.6,18.4,93.0
1477,,,ARGENTINA,TERTIARY,COMMERCIAL,MARKETING,3.7,,6.4,86.0
1478,34.0,MASCULINO,MEXICO,,ENGINEERING,PROGRAMACION,2.5,2109.1,16.2,89.0
1479,32.0,MASCULINO,ARGENTINA,UNIVERSITARY,ENGINEERING,PROGRAMACION,4.1,4834.2,13.8,82.0
1480,47.0,MASCULINO,BRAZIL,UNIVERSITARY,,PROGRAMACION,,2097.5,30.5,94.0
1481,30.0,,ARGENTINA,UNIVERSITARY,ENGINEERING,DATA,3.1,4093.1,11.1,84.0
1482,33.0,FEMENINO,BRAZIL,UNIVERSITARY,ENGINEERING,PROGRAMACION,3.6,4715.5,,96.0
1483,37.0,FEMENINO,MEXICO,UNIVERSITARY,DEVELOPMENT,DATA,3.6,,22.0,99.0
1484,32.0,MASCULINO,ARGENTINA,POST_GRADUATE,ENGINEERING,EJECUTIVO,3.2,4342.2,12.3,84.0
1485,,MASCULINO,,UNIVERSITARY,BUSINESS,,3.3,4413.3,15.5,91.0
1486,35.0,MASCULINO,,UNIVERSITARY,ENGINEERING,MARKETING,4.2,4893.9,18.7,86.0
1487,29.0,MASCULINO,MEXICO,UNIVERSITARY,ENGINEERING,PROGRAMACION,3.1,4057.6,8.3,82.0
1488,34.0,MASCULINO,ARGENTINA,TERTIARY,ENGINEERING,,3.8,4609.8,,90.0
1489,27.0,FEMENINO,,UNIVERSITARY,COMMERCIAL,DATA,3.4,4447.5,4.8,95.0
1490,32.0,,BRAZIL,UNIVERSITARY,COMMERCIAL,,3.6,4617.1,13.0,95.0
1491,33.0,MASCULINO,,,ENGINEERING,,4.2,,14.4,86.0
1492,36.0,,MEXICO,,DEVELOPMENT,DATA,3.4,4458.6,19.5,89.0
1493,,,ARGENTINA,UNIVERSITARY,ENGINEERING,,2.9,,13.9,93.0
1494,32.0,MASCULINO,,UNIVERSITARY,ENGINEERING,,3.4,4483.7,,84.0
1495,30.0,MASCULINO,ARGENTINA,POST_GRADUATE,COMMERCIAL,PROGRAMACION,3.3,4380.9,9.3,85.0
1496,26.0,MASCULINO,BRAZIL,,ENGINEERING,EJECUTIVO,3.7,4702.6,4.2,88.0
1497,31.0,FEMENINO,ARGENTINA,,COMMERCIAL,DATA,,4616.6,11.9,95.0
1498,37.0,MASCULINO,ARGENTINA,UNIVERSITARY,ENGINEERING,DATA,,4367.1,,86.0
1499,37.0,MASCULINO,ARGENTINA,UNIVERSITARY,COMMERCIAL,,3.5,4533.1,,90.0
1500,42.0,MASCULINO,ARGENTINA,TERTIARY,,PROGRAMACION,3.6,,26.5,93.0
1501,30.0,FEMENINO,ARGENTINA,UNIVERSITARY,DEVELOPMENT,DATA,3.2,4348.9,10.7,98.0
1502,27.0,MASCULINO,ARGENTINA,UNIVERSITARY,COMMERCIAL,PROGRAMACION,,4465.7,4.2,87.0
